User_Agent,AcceptLanguage,AcceptEncoding,datetime,Page
Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Chrome/7.0.540.0 Safari/534.10,om,gzip,2019-02-22 11:18:16.850712,puppy3
Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Chrome/7.0.540.0 Safari/534.10,om,gzip,2019-02-22 11:18:16.853496,puppy3
Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML: like Gecko) Chrome/7.0.540.0 Safari/534.10,om,gzip,2019-02-22 11:18:16.856326,puppy3
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,sn,gzip,2019-02-22 11:18:21.193711,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,sn,gzip,2019-02-22 11:18:21.196743,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,sn,gzip,2019-02-22 11:18:21.199650,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,sn,gzip,2019-02-22 11:18:21.202324,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,sn,gzip,2019-02-22 11:18:21.205016,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,sn,gzip,2019-02-22 11:18:21.208172,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML: like Gecko) Mobile/10A5376e,sn,gzip,2019-02-22 11:18:21.211192,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.596069,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.601038,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.604037,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.606928,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.609989,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.613167,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.616197,puppy2
Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML: like Gecko) GSA/4.2.2.38484 Mobile/12B411 Safari/9537.53,ie,gzip,2019-02-22 11:18:26.619079,puppy2
Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,ny,gzip,2019-02-22 11:18:30.848754,puppy1
Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,ny,gzip,2019-02-22 11:18:30.851911,puppy1
Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,ny,gzip,2019-02-22 11:18:30.854741,puppy1
Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,ny,gzip,2019-02-22 11:18:30.857787,puppy1
Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,ny,gzip,2019-02-22 11:18:30.860642,puppy1
Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.14) Gecko/20080505 Thunderbird/2.0.0.14,ny,gzip,2019-02-22 11:18:30.863791,puppy1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.174358,kitten1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.177416,kitten1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.180264,kitten1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.183343,kitten1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.186049,kitten1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.188820,kitten1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.191722,kitten1
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.1b3) Gecko/20090305 Firefox/3.1b3 GTB5,ee,gzip,2019-02-22 11:18:35.194600,kitten1
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.528842,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.532547,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.535349,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.538125,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.540909,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.543606,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.546277,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.549048,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,hi,gzip,2019-02-22 11:18:40.551813,kitten2
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.858337,puppy3
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.863494,puppy3
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.866481,puppy3
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.869292,puppy3
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.872249,puppy3
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.875087,puppy3
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.877846,puppy3
Mozilla/5.0 (Windows NT 6.2; WOW64; rv:24.0) Gecko/20100101 Thunderbird/24.2.0,su,gzip,2019-02-22 11:18:45.880577,puppy3
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104,lg,gzip,2019-02-22 11:18:49.118543,kitten1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104,lg,gzip,2019-02-22 11:18:49.121545,kitten1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104,lg,gzip,2019-02-22 11:18:49.124245,kitten1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104,lg,gzip,2019-02-22 11:18:49.127223,kitten1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104,lg,gzip,2019-02-22 11:18:49.129889,kitten1
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0) BlackBerry8703e/4.1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104,lg,gzip,2019-02-22 11:18:49.132677,kitten1
Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,az,gzip,2019-02-22 11:18:52.394798,kitten2
Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,az,gzip,2019-02-22 11:18:52.397892,kitten2
Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,az,gzip,2019-02-22 11:18:52.400682,kitten2
Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,az,gzip,2019-02-22 11:18:52.403369,kitten2
Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,az,gzip,2019-02-22 11:18:52.406091,kitten2
Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,az,gzip,2019-02-22 11:18:52.408825,kitten2
Mozilla/5.0 (Linux; Android 4.4; Nexus 5 Build/_BuildID_) AppleWebKit/537.36 (KHTML: like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36,az,gzip,2019-02-22 11:18:52.411579,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.741809,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.744743,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.747451,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.750562,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.753231,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.755889,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.758705,kitten2
Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0,te,gzip,2019-02-22 11:18:56.761520,kitten2
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.105882,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.108954,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.111795,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.114641,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.117381,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.120132,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.122811,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.125589,kitten3
Mozilla/5.0 (Linux; U; Android 4.2; en-us; Nexus 10 Build/JVP15I) AppleWebKit/534.30 (KHTML: like Gecko) Version/4.0 Safari/534.30,fi,gzip,2019-02-22 11:19:01.128401,kitten3
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.501896,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.507092,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.509832,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.512660,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.515397,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.518157,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.523180,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.526134,puppy1
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10547,kl,gzip,2019-02-22 11:19:06.529091,puppy1
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.935179,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.939339,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.943147,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.946011,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.948944,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.951760,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.954487,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.957207,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.960554,kitten3
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.39 (KHTML: like Gecko) Version/9.0 Safari/601.1.39,et,gzip,2019-02-22 11:19:10.963429,kitten3
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.375012,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.378023,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.380795,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.383573,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.386351,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.389574,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.392395,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.395176,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.398124,puppy1
Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML: like Gecko) SamsungBrowser/1.0 TV Safari/538.1,kl,gzip,2019-02-22 11:19:14.400872,puppy1
Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,hy,gzip,2019-02-22 11:19:19.659118,puppy2
Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,hy,gzip,2019-02-22 11:19:19.662684,puppy2
Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,hy,gzip,2019-02-22 11:19:19.665363,puppy2
Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,hy,gzip,2019-02-22 11:19:19.668099,puppy2
Mozilla/5.0 (iPod touch; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML: like Gecko) FxiOS/1.0 Mobile/12F69 Safari/600.1.4,hy,gzip,2019-02-22 11:19:19.670781,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.140227,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.143286,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.146195,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.149209,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.151976,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.154698,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.157384,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.160081,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.162776,puppy2
Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586,ko,gzip,2019-02-22 11:19:23.165499,puppy2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.466106,kitten2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.469100,kitten2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.471916,kitten2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.474785,kitten2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.477499,kitten2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.480294,kitten2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.483039,kitten2
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML: like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0,st,gzip,2019-02-22 11:19:27.485775,kitten2
Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0,bi,gzip,2019-02-22 11:19:30.731388,puppy2
Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0,bi,gzip,2019-02-22 11:19:30.734399,puppy2
Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20100101 Firefox/10.0,bi,gzip,2019-02-22 11:19:30.737130,puppy2
